1477,EPFF,Efficient Prudential Fund of Funds A,20100630,18.51,4.93,19.03,0.01,20.67,3.07,17.93,11.23,0.71,0,2.38
2268,EBFA,Element Balanced Fund A,20100630,12.87,3.85,21,0.00,0.8,19.57,26,0,0,0,17.25
841,FEFA,Element Earth Equity Fund A,20100630,31.82,9.91,54.99,0.00,1.51,3.38,1.75,0,0,0,0
842,FFFA,Element Flexible Fund A,20100630,18.14,6.52,32.12,0.00,0.8,22.15,8.34,0,0,0,17.64
2297,IBFA,Element Islamic Balanced Fund A,20100630,20.46,0,26.77,0.77,1.07,0,50.92,0,0,0,0
1598,FIEU,Element Islamic Equity Fund A,20100630,43.45,0.01,50.57,1.32,0.91,0,3.74,0,0,0,0
1264,FRIA,Element Real Income Fund A,20100630,5.08,1.88,12.6,0.00,0.23,27.66,37.21,0,0,0,19.77
2012,FGIA,FG International Flexible Fund of Funds A,20100630,0,0,0,0.00,0,0,2.61,93.97,0,0,3.42
1639,FJA1,FG Jupiter Income Fund of Funds A,20100630,0.25,-2.52,1.13,0.00,3.31,44.49,50.5,0,0.98,0,2.98
1640,FMA1,FG Mercury Equity Fund of Funds A,20100630,29.1,13.57,41.46,0.12,6.7,0.89,6.2,0.44,0.2,0,0.23
1641,FSA1,FG Saturn Flexible Fund of Funds A,20100630,13.56,9.52,25.27,0.01,3.19,14.57,20.21,13.11,1.89,0,0.96
1975,FGCCA,FG Venus Cautious Fund of Funds A,20100630,11.24,5.81,17.92,0.00,1.72,30.05,30.19,0,0,0,3.05
1960,MFAF,Financial Alliance Flexible Fund of Funds ,20100630,19.87,14.67,36.61,0.00,12.53,0.48,5.26,9.73,0.12,0,0.71
1974,MFA3,Financial Alliance Inflation Plus 3% Fund of Funds ,20100630,10.61,6.08,15.2,0.02,1.09,17.74,38.33,10.31,0.08,0,0.54
1959,MFA5,Financial Alliance Inflation Plus 5% Fund of Funds ,20100630,18.37,10.33,25.83,0.06,0.86,9.84,20.33,13.5,0.11,0,0.72
1597,FLDF,Flagship IP Prudential Variable Fund A,20100630,20.12,13.71,25.61,1.29,12.25,0,6.95,16.71,1.86,0,1.17
1491,FLWF,Flagship IP Worldwide Flexible Fund A,20100630,8.28,6.96,10.39,0.00,0,0,2.84,55.33,4.88,0,12.17
1492,FLFF,Flagship IP Worldwide Flexible Fund of Funds A,20100630,0,0,0,0.00,1.53,0.01,18.06,25.39,0,0,54.99
254,FNBB,FNB Balanced Fund ,20100630,16.2,20.94,22.73,0.00,3.12,11.73,11.65,12.91,0,0,0.7
253,FNBG,FNB Growth Fund ,20100630,26.62,27.37,41.11,0.00,0,0,4.9,0,0,0,0
163,MTNM,FNB Namibia Unit Trusts General Equity Fund ,20100630,26.25,29.6,36.19,0.00,3.37,0,4.57,0,0,0,0
1289,MTNI,FNB Namibia Unit Trusts Income Fund ,20100630,0,-0.66,0,0.00,0,107.5,-9.07,0,0,0,0
1368,MNMM,FNB Namibia Unit Trusts Money Market Fund R,20100630,0,0,0,0.00,0,0,100,0,0,0,0
1242,FGBF,Foord Balanced Fund ,20100630,0,0,59.15,0.00,3.75,2.06,14.69,20.33,0,0,0
1241,FEQF,Foord Equity Fund ,20100630,0,0,100,0.00,0,0,0,0,0,0,0
